点数：12290
xmin:497110.02999878
xmax:497173.02999878
ymin:5419282.0
ymax:5419342.0
zmin:262.38000488
zmax:280.38000488

第一个格网单元(0,0,0)的点个数：0
第一个点的候选点数目：70
第一个点的k个点序号：[8248, 2, 12, 3, 10, 11]
所有点的邻域点平均距离均值: 0.7272960053894515
所有点的邻域点距离标准差均值: 0.1709730879529831
滤波后的点数: 11731
497124.5 5419320.5 266.6000061
497123.94000244 5419308.0 267.51998901
497123.94000244 5419308.0 267.47000122
497123.77999878 5419304.5 267.82000732
497123.77999878 5419304.0 267.60998535
497123.75 5419303.5 267.63000488
497123.72000122 5419303.0 267.64001465
497123.72000122 5419303.0 267.66000366
497123.69000244 5419302.5 267.64001465
497123.69000244 5419302.0 267.66000366
497123.12000275 5419290.0 269.04000854
497123.12000275 5419289.5 268.54000854
497123.02999878 5419287.5 268.45001221
497123.02999878 5419287.0 268.48001099
497123.0 5419287.0 268.48001099
497122.97000122 5419286.5 268.48001099
497122.97000122 5419286.0 268.51000977
497122.94000244 5419285.5 268.82000732
497123.69000244 5419286.0 268.5
497123.69000244 5419286.5 268.47000122
497123.72000122 5419287.0 268.45001221
497123.75 5419287.5 268.45001221
497123.75 5419288.0 268.42001343
497123.80999756 5419289.0 268.54998779
497123.80999756 5419289.5 268.89001465
497124.44000244 5419302.0 267.57998657
497124.44000244 5419302.5 267.6000061
497124.47000122 5419303.0 267.6000061
497124.5 5419303.5 267.60998535
497124.5 5419303.5 267.6000061
497124.52999878 5419304.0 267.57998657
497124.52999878 5419304.5 267.92001343
497125.16000366 5419317.5 266.82000732
497125.16000366 5419317.5 266.8500061
497125.19000244 5419318.5 267.0
497125.22000122 5419319.0 266.57998657
497125.25 5419319.5 266.60998535
497125.27999878 5419320.0 266.6000061
497125.27999878 5419320.5 266.60998535
497125.30999756 5419321.0 266.6000061
497125.33999634 5419321.5 266.57000732
497125.41000366 5419323.5 266.76998901
497125.5 5419325.0 266.73001099
497125.5 5419325.5 266.73001099
497125.52999878 5419326.0 266.67001343
497125.52999878 5419326.5 266.89001465
497126.19000244 5419338.0 264.13000488
497126.19000244 5419338.5 264.17001343
497126.22000122 5419339.0 264.26000977
497126.22000122 5419339.5 264.3500061
497126.25 5419340.0 264.44000244
497126.25 5419340.5 264.51000977
497126.27999878 5419341.0 264.60998535
497126.27999878 5419341.0 264.73001099
497126.30999756 5419341.5 264.79000854
497126.91000366 5419341.5 264.76000977
497126.87999725 5419341.0 264.69000244
497126.87999725 5419340.5 264.57998657
497126.87999725 5419340.5 264.48001099
497126.83999634 5419340.0 264.44000244
497126.83999634 5419339.5 264.32998657
497126.80999756 5419338.5 264.17001343
497126.77999878 5419338.0 264.1000061
497126.77999878 5419337.5 264.07000732
497126.75 5419337.5 263.98001099
497126.12000275 5419325.0 266.8500061
497126.08999634 5419324.5 266.92001343
497126.05999756 5419323.5 266.73001099
497125.97000122 5419321.5 266.57000732
497125.97000122 5419321.0 266.57998657
497125.94000244 5419320.5 266.57998657
497125.94000244 5419320.0 266.57998657
497125.91000366 5419320.0 266.6000061
497125.87999725 5419319.5 266.6000061
497125.80999756 5419317.5 266.76000977
497125.77999878 5419317.0 266.79000854
497125.75 5419316.5 266.92001343
497125.72000122 5419316.0 267.04998779
497125.72000122 5419315.5 266.89001465
497125.72000122 5419315.5 266.8500061
497125.30999756 5419307.0 267.70001221
497125.30999756 5419306.5 267.82000732
497125.22000122 5419304.5 267.73001099
497125.19000244 5419304.0 267.54998779
497125.19000244 5419303.5 267.54998779
497125.16000366 5419303.0 267.57000732
497125.12000275 5419302.5 267.57000732
497125.12000275 5419302.0 267.54998779
497125.08999634 5419301.5 267.57000732
497125.05999756 5419301.0 267.57000732
497125.05999756 5419301.0 267.73001099
497124.58999634 5419290.5 268.66000366
497124.52999878 5419289.5 268.47000122
497124.47000122 5419288.0 268.39001465
497124.47000122 5419287.5 268.39001465
497124.44000244 5419287.0 268.39001465
497124.41000366 5419286.5 268.42001343
497124.41000366 5419286.0 268.42001343
497124.37999725 5419285.5 268.44000244
497125.12000275 5419285.5 268.39001465
497125.12000275 5419286.0 268.39001465
497125.16000366 5419286.5 268.38000488
497125.19000244 5419287.0 268.35998535
497125.19000244 5419287.5 268.32000732
497125.22000122 5419288.0 268.32000732
497125.27999878 5419289.5 268.48001099
497125.27999878 5419290.0 268.75
497125.33999634 5419291.0 268.48001099
497125.37999725 5419291.0 268.42001343
497125.37999725 5419291.5 268.42001343
497125.41000366 5419292.0 268.39001465
497125.44000244 5419292.5 268.3500061
497125.44000244 5419293.0 268.3500061
497125.47000122 5419293.5 268.32000732
497125.5 5419294.0 268.26000977
497125.52999878 5419294.5 268.23001099
497125.52999878 5419295.0 268.20001221
497125.55999756 5419295.5 268.20001221
497125.58999634 5419296.5 268.1000061
497125.62000275 5419297.0 268.07000732
497125.66000366 5419297.5 268.04000854
497125.69000244 5419298.0 268.01000977
497125.69000244 5419298.5 267.95001221
497125.72000122 5419299.0 267.94000244
497125.83999634 5419301.0 267.54998779
497125.87999725 5419301.5 267.54000854
497125.87999725 5419302.0 267.51000977
497125.91000366 5419302.5 267.51998901
497125.94000244 5419303.0 267.51000977
497125.94000244 5419303.5 267.51998901
497125.97000122 5419304.0 267.5
497126.0 5419304.5 267.5
497126.02999878 5419306.0 267.82000732
497126.05999756 5419306.5 267.73001099
497126.52999878 5419315.5 266.98001099
497126.52999878 5419316.0 267.23001099
497126.55999756 5419316.5 267.01000977
497126.58999634 5419317.0 266.76000977
497126.58999634 5419317.5 266.79000854
497126.69000244 5419319.0 266.64001465
497126.69000244 5419319.5 266.57998657
497126.72000122 5419320.0 266.57000732
497126.75 5419321.0 266.57000732
497126.87999725 5419323.5 266.76000977
497126.91000366 5419324.5 266.70001221
497126.94000244 5419325.0 266.70001221
497126.97000122 5419325.5 266.70001221
497126.97000122 5419326.0 266.69000244
497127.0 5419326.5 266.70001221
497127.62000275 5419337.5 264.01998901
497127.62000275 5419338.0 264.07000732
497127.66000366 5419338.5 264.13000488
497127.69000244 5419339.5 264.32000732
497127.69000244 5419340.0 264.39001465
497127.72000122 5419340.5 264.51000977
497127.72000122 5419340.5 264.60998535
497127.75 5419341.0 264.69000244
497127.77999878 5419341.5 264.76998901
497128.33999634 5419341.5 265.3500061
497128.30999756 5419340.5 264.98001099
497127.62000275 5419326.5 266.67001343
497127.62000275 5419326.0 266.67001343
497127.58999634 5419325.5 266.64001465
497127.55999756 5419325.0 266.67001343
497127.55999756 5419324.5 266.66000366
497127.5 5419323.5 266.76000977
497127.44000244 5419321.5 266.51998901
497127.41000366 5419321.0 266.54000854
497127.37999725 5419320.5 266.54000854
497127.37999725 5419320.0 266.57000732
497127.33999634 5419319.5 266.54000854
497127.30999756 5419319.0 266.54998779
497127.27999878 5419318.5 266.92001343
497127.27999878 5419318.5 266.75
497127.25 5419318.0 266.76000977
497127.25 5419317.5 266.76998901
497127.22000122 5419317.0 266.79000854
497127.19000244 5419316.5 266.89001465
497127.19000244 5419316.0 266.89001465
497127.16000366 5419315.5 266.98001099
497126.62000275 5419303.5 267.47000122
497126.58999634 5419303.0 267.45001221
497126.55999756 5419302.0 267.48001099
497126.52999878 5419301.5 267.5
497126.52999878 5419301.5 267.51998901
497126.41000366 5419299.0 268.07998657
497126.33999634 5419298.0 268.0
497126.33999634 5419297.5 268.04000854
497126.30999756 5419297.0 268.04000854
497126.27999878 5419296.5 268.07000732
497126.27999878 5419296.0 268.1000061
497126.25 5419295.5 268.14001465
497126.22000122 5419295.5 268.16000366
497126.22000122 5419295.0 268.17001343
497126.19000244 5419294.5 268.20001221
497126.16000366 5419294.0 268.22000122
497126.16000366 5419293.5 268.23001099
497126.12000275 5419293.0 268.26000977
497126.08999634 5419292.5 268.29000854
497126.02999878 5419291.0 268.3500061
497126.02999878 5419290.5 268.38000488
497126.0 5419290.0 268.39001465
497125.97000122 5419289.5 268.45001221
497125.97000122 5419289.5 268.45001221
497125.91000366 5419288.0 268.29000854
497125.87999725 5419287.5 268.29000854
497125.87999725 5419287.0 268.32000732
497125.83999634 5419286.5 268.32998657
497125.80999756 5419286.0 268.32998657
497125.80999756 5419285.5 268.32000732
497126.37999725 5419282.0 268.42001343
497126.41000366 5419282.5 268.44000244
497126.41000366 5419283.0 268.42001343
497126.44000244 5419283.5 268.42001343
497126.47000122 5419284.0 268.42001343
497126.47000122 5419284.5 268.41000366
497126.5 5419285.0 268.3500061
497126.52999878 5419285.5 268.32998657
497126.52999878 5419286.0 268.32000732
497126.55999756 5419286.5 268.29000854
497126.58999634 5419287.0 268.26998901
497126.62000275 5419287.5 268.26000977
497126.66000366 5419288.5 268.26000977
497126.72000122 5419289.5 268.41000366
497126.72000122 5419290.0 268.35998535
497126.87999725 5419293.0 268.26000977
497126.87999725 5419293.5 268.23001099
497126.91000366 5419294.0 268.22000122
497126.94000244 5419294.5 268.20001221
497126.94000244 5419295.0 268.17001343
497126.97000122 5419295.5 268.14001465
497127.05999756 5419297.0 268.01000977
497127.08999634 5419297.5 268.01998901
497127.08999634 5419298.0 268.01000977
497127.12000275 5419298.5 267.98001099
497127.16000366 5419299.0 267.97000122
497127.30999756 5419302.0 267.44000244
497127.30999756 5419302.5 267.42001343
497127.33999634 5419303.0 267.42001343
497127.37999725 5419303.5 267.41000366
497127.37999725 5419303.5 267.42001343
497127.41000366 5419304.0 267.42001343
497127.94000244 5419315.5 266.89001465
497127.97000122 5419316.0 266.82998657
497127.97000122 5419316.5 266.82000732
497128.0 5419317.0 266.79000854
497128.02999878 5419317.0 266.79000854
497128.02999878 5419317.5 266.76000977
497128.05999756 5419318.0 266.75
497128.08999634 5419318.5 266.76998901
497128.11999512 5419319.0 266.54998779
497128.11999512 5419319.5 266.51998901
497128.16000366 5419320.0 266.54000854
497128.19000244 5419320.5 266.51000977
497128.19000244 5419321.0 266.51000977
497128.22000122 5419321.5 266.48001099
497128.38000488 5419324.5 266.51998901
497128.38000488 5419325.0 266.54998779
497129.19000244 5419341.5 265.54000854
497129.75 5419341.5 265.39001465
497129.72000122 5419341.0 265.42001343
497129.72000122 5419340.5 265.45001221
497129.69000244 5419340.0 265.48001099
497129.66000366 5419339.5 265.48001099
497129.44000244 5419334.5 265.73001099
497129.41000366 5419334.0 265.79000854
497129.41000366 5419333.5 265.79998779
497129.33999634 5419332.0 265.85998535
497129.30999756 5419331.5 265.91000366
497129.0 5419325.0 266.29000854
497129.0 5419324.5 266.29000854
497128.83999634 5419321.5 266.3500061
497128.80999756 5419321.0 266.38000488
497128.80999756 5419320.5 266.42001343
497128.77999878 5419320.0 266.47000122
497128.75 5419319.5 266.48001099
497128.05999756 5419304.0 267.35998535
497128.02999878 5419304.0 267.35998535
497128.02999878 5419303.5 267.39001465
497128.0 5419303.0 267.38000488
497127.97000122 5419302.5 267.38000488
497127.97000122 5419302.0 267.38000488
497127.94000244 5419301.5 267.45001221
497127.80999756 5419299.0 268.04000854
497127.80999756 5419298.5 267.98001099
497127.77999878 5419298.5 268.01000977
497127.75 5419298.0 268.01000977
497127.75 5419297.5 268.01998901
497127.62000275 5419295.0 268.16000366
497127.62000275 5419294.5 268.19000244
497127.58999634 5419294.0 268.22000122
497127.55999756 5419293.5 268.22000122
497127.55999756 5419293.5 268.23001099
497127.52999878 5419293.0 268.26000977
497127.41000366 5419290.0 268.35998535
497127.37999725 5419289.5 268.35998535
497127.33999634 5419288.5 268.20001221
497127.30999756 5419288.0 268.19000244
497127.27999878 5419287.5 268.19000244
497127.27999878 5419287.0 268.20001221
497127.25 5419286.5 268.23001099
497127.22000122 5419286.0 268.26000977
497127.22000122 5419285.5 268.29998779
497127.19000244 5419285.0 268.32998657
497127.16000366 5419284.5 268.3500061
497127.16000366 5419284.0 268.38000488
497127.12000275 5419283.5 268.41000366
497127.08999634 5419283.0 268.39001465
497127.08999634 5419283.0 268.42001343
497127.80999756 5419282.5 268.41000366
497127.80999756 5419283.0 268.39001465
497127.83999634 5419283.5 268.3500061
497127.87999725 5419283.5 268.3500061
497127.87999725 5419284.0 268.32000732
497127.91000366 5419284.5 268.32000732
497127.94000244 5419285.0 268.26000977
497127.97000122 5419285.5 268.23001099
497127.97000122 5419286.0 268.19000244
497128.0 5419286.5 268.20001221
497128.02999878 5419287.0 268.20001221
497128.02999878 5419287.5 268.17001343
497128.05999756 5419288.0 268.14001465
497128.16000366 5419290.0 268.35998535
497128.27999878 5419292.5 268.26998901
497128.30999756 5419293.0 268.26000977
497128.30999756 5419293.5 268.23001099
497128.33999634 5419294.0 268.20001221
497128.38000488 5419294.5 268.17001343
497128.38000488 5419295.0 268.17001343
497128.41000366 5419295.5 268.1000061
497128.44000244 5419296.0 268.13000488
497128.47000122 5419296.5 268.07998657
497128.47000122 5419297.0 268.04998779
497128.5 5419297.5 268.04000854
497128.52999878 5419298.0 268.01000977
497128.52999878 5419298.5 267.98001099
497128.55999756 5419299.0 267.95001221
497128.58999634 5419299.5 267.97000122
497128.72000122 5419301.5 267.41000366
497128.75 5419302.0 267.3500061
497128.75 5419302.5 267.32998657
497128.77999878 5419303.0 267.32000732
497128.80999756 5419303.5 267.29998779
497128.83999634 5419304.0 267.32000732
497128.83999634 5419304.5 267.3500061
497129.41000366 5419316.0 266.64001465
497129.41000366 5419316.0 266.6000061
497129.44000244 5419316.5 266.57998657
497129.47000122 5419317.0 266.54000854
497129.5 5419317.5 266.48001099
497129.5 5419318.0 266.45001221
497129.52999878 5419318.5 266.45001221
497129.55999756 5419319.0 266.47000122
497129.55999756 5419319.5 266.38000488
497129.58999634 5419320.0 266.39001465
497129.61999512 5419320.5 266.38000488
497129.61999512 5419321.0 266.32998657
497129.66000366 5419321.5 266.26000977
497129.69000244 5419322.0 266.26998901
497129.72000122 5419322.5 266.26000977
497129.72000122 5419323.0 266.23001099
497129.75 5419323.0 266.22000122
497129.77999878 5419323.5 266.19000244
497129.77999878 5419324.0 266.17001343
497129.80999756 5419324.5 266.14001465
497129.83999634 5419325.0 266.16000366
497129.83999634 5419325.5 266.14001465
497129.88000488 5419326.0 266.14001465
497129.91000366 5419326.5 266.1000061
497129.94000244 5419327.0 266.1000061
497129.94000244 5419327.5 266.07000732
497129.97000122 5419328.0 266.04998779
497130.0 5419328.5 266.04000854
497130.0 5419329.0 266.0
497130.02999878 5419329.0 265.98001099
497130.05999756 5419329.5 265.92001343
497130.05999756 5419330.0 265.91000366
497130.08999634 5419330.5 265.92001343
497130.11999512 5419331.0 265.85998535
497130.16000366 5419331.5 265.8500061
497130.16000366 5419332.0 265.8500061
497130.22000122 5419333.0 265.76000977
497130.22000122 5419333.5 265.75
497130.25 5419334.0 265.73001099
497130.27999878 5419334.5 265.73001099
497130.27999878 5419334.5 265.70001221
497130.30999756 5419335.0 265.69000244
497130.33999634 5419335.5 265.64001465
497130.38000488 5419336.0 265.64001465
497130.38000488 5419336.5 265.6000061
497130.41000366 5419337.0 265.54000854
497130.44000244 5419337.5 265.54998779
497130.44000244 5419338.0 265.54000854
497130.47000122 5419338.5 265.51000977
497130.5 5419339.0 265.48001099
497130.5 5419339.5 265.45001221
497130.52999878 5419339.5 265.41000366
497130.55999756 5419340.0 265.39001465
497130.55999756 5419340.5 265.39001465
497130.58999634 5419341.0 265.35998535
497130.61999512 5419341.5 265.29000854
497131.22000122 5419341.5 265.23001099
497131.19000244 5419341.0 265.26000977
497131.19000244 5419341.0 265.29000854
497131.16000366 5419340.5 265.32000732
497131.16000366 5419340.0 265.32998657
497131.11999512 5419339.5 265.32998657
497131.08999634 5419339.0 265.26000977
497131.08999634 5419338.5 265.35998535
497131.05999756 5419338.0 265.39001465
497130.75 5419331.5 265.73001099
497130.75 5419331.0 265.73001099
497130.72000122 5419330.5 265.76998901
497130.69000244 5419330.0 265.79000854
497130.69000244 5419330.0 265.82000732
497130.66000366 5419329.5 265.8500061
497130.66000366 5419329.0 265.8500061
497130.61999512 5419328.5 265.91000366
497130.58999634 5419328.0 265.92001343
497130.58999634 5419327.5 265.95001221
497130.55999756 5419327.0 265.97000122
497130.52999878 5419326.0 266.04000854
497130.5 5419326.0 266.07000732
497130.47000122 5419325.5 266.07998657
497130.47000122 5419325.0 266.04998779
497130.44000244 5419324.5 266.07998657
497130.41000366 5419324.0 266.10998535
497130.41000366 5419323.5 266.14001465
497130.38000488 5419323.0 266.14001465
497130.33999634 5419322.5 266.17001343
497130.33999634 5419322.5 266.20001221
497130.30999756 5419322.0 266.22000122
497130.30999756 5419321.5 266.25
497130.27999878 5419321.0 266.29000854
497130.25 5419320.5 266.32000732
497130.22000122 5419320.0 266.32998657
497130.22000122 5419319.5 266.32998657
497130.19000244 5419319.0 266.3500061
497130.19000244 5419318.5 266.39001465
497130.16000366 5419318.0 266.38000488
497130.11999512 5419318.0 266.42001343
497130.11999512 5419317.5 266.51000977
497130.08999634 5419317.0 266.54000854
497130.05999756 5419316.5 266.6000061
497130.02999878 5419316.0 266.63000488
497130.02999878 5419315.5 266.64001465
497130.0 5419315.0 266.64001465
497130.0 5419314.5 266.67001343
497129.97000122 5419314.0 266.73001099
497129.94000244 5419313.5 266.73001099
497129.94000244 5419313.5 266.67001343
497129.80999756 5419310.5 266.85998535
497129.75 5419309.0 266.98001099
497129.72000122 5419309.0 266.98001099
497129.69000244 5419308.5 267.0
497129.69000244 5419308.0 267.04000854
497129.66000366 5419307.5 267.07998657
497129.61999512 5419306.5 267.10998535
497129.5 5419304.0 267.23001099
497129.5 5419304.0 267.23001099
497129.47000122 5419303.5 267.26000977
497129.44000244 5419303.0 267.29000854
497129.44000244 5419302.5 267.26998901
497129.41000366 5419302.0 267.32000732
497129.38000488 5419301.5 267.39001465
497129.02999878 5419294.5 268.3500061
497129.02999878 5419294.0 268.20001221
497129.0 5419293.5 268.20001221
497129.0 5419293.5 268.23001099
497128.97000122 5419293.0 268.26000977
497128.94000244 5419292.5 268.29000854
497128.83999634 5419290.0 268.3500061
497128.80999756 5419289.5 268.38000488
497128.77999878 5419288.5 268.10998535
497128.75 5419288.0 268.07998657
497128.72000122 5419287.5 268.1000061
497128.72000122 5419287.0 268.1000061
497128.69000244 5419286.5 268.14001465
497128.66000366 5419286.0 268.16000366
497128.66000366 5419285.5 268.20001221
497128.61999512 5419285.0 268.23001099
497128.58999634 5419284.5 268.26998901
497128.58999634 5419284.0 268.29000854
497128.55999756 5419283.5 268.32998657
497128.52999878 5419283.0 268.32998657
497128.52999878 5419282.5 268.38000488
497128.5 5419282.5 268.39001465
497129.19000244 5419282.5 268.3500061
497129.19000244 5419283.0 268.3500061
497129.22000122 5419283.0 268.32000732
497129.25 5419283.5 268.26998901
497129.27999878 5419284.0 268.26000977
497129.27999878 5419284.5 268.25
497129.30999756 5419285.0 268.19000244
497129.33999634 5419285.5 268.17001343
497129.38000488 5419286.0 268.13000488
497129.38000488 5419286.5 268.13000488
497129.41000366 5419287.0 268.07000732
497129.44000244 5419287.5 268.07000732
497129.44000244 5419288.0 268.07000732
497129.47000122 5419288.5 268.07000732
497130.05999756 5419300.5 267.42001343
497130.08999634 5419301.0 267.35998535
497130.08999634 5419301.5 267.32000732
497130.11999512 5419302.0 267.29000854
497130.16000366 5419302.5 267.26000977
497130.19000244 5419303.0 267.20001221
497130.19000244 5419303.5 267.17001343
497130.22000122 5419304.0 267.14001465
497130.25 5419304.0 267.14001465
497130.25 5419304.5 267.14001465
497130.27999878 5419305.0 267.10998535
497130.30999756 5419305.5 267.10998535
497130.30999756 5419306.0 267.1000061
497130.33999634 5419306.5 267.07000732
497130.38000488 5419307.0 267.04000854
497130.41000366 5419307.5 267.01998901
497130.41000366 5419308.0 267.0
497130.44000244 5419308.5 266.98001099
497130.47000122 5419309.0 266.95001221
497130.47000122 5419309.5 266.95001221
497130.5 5419310.0 266.88000488
497130.52999878 5419310.0 266.91000366
497130.55999756 5419310.5 266.85998535
497130.55999756 5419311.0 266.82000732
497130.58999634 5419311.5 266.79000854
497130.61999512 5419312.0 266.79000854
497130.61999512 5419312.5 266.76000977
497130.66000366 5419313.0 266.76000977
497130.69000244 5419313.5 266.70001221
497130.72000122 5419314.0 266.63000488
497130.75 5419315.0 266.57000732
497130.77999878 5419315.5 266.54000854
497130.80999756 5419316.0 266.48001099
497130.80999756 5419316.0 266.48001099
497130.83999634 5419316.5 266.47000122
497130.88000488 5419317.0 266.45001221
497130.88000488 5419317.5 266.41000366
497130.91000366 5419318.0 266.35998535
497130.94000244 5419318.5 266.3500061
497130.94000244 5419319.0 266.29998779
497130.97000122 5419319.5 266.32000732
497131.0 5419320.0 266.32000732
497131.02999878 5419321.0 266.26998901
497131.05999756 5419321.5 266.25
497131.08999634 5419322.0 266.23001099
497131.08999634 5419322.0 266.20001221
497131.11999512 5419322.5 266.20001221
497131.16000366 5419323.0 266.17001343
497131.16000366 5419323.5 266.16000366
497131.19000244 5419324.0 266.10998535
497131.22000122 5419324.5 266.1000061
497131.22000122 5419325.0 266.1000061
497131.44000244 5419329.5 265.89001465
497131.47000122 5419330.0 265.8500061
497131.5 5419330.5 265.79998779
497131.52999878 5419331.0 265.79998779
497131.52999878 5419331.5 265.76998901
497131.55999756 5419332.0 265.76000977
497131.88000488 5419338.0 265.39001465
497131.88000488 5419338.5 265.38000488
497131.91000366 5419339.0 265.32998657
497131.94000244 5419339.5 265.32998657
497131.97000122 5419340.0 265.32000732
497131.97000122 5419340.5 265.32000732
497132.0 5419341.0 265.26998901
497132.02999878 5419341.0 265.26000977
497132.02999878 5419341.5 265.26000977
497132.58999634 5419341.5 265.26998901
497132.55999756 5419341.0 265.29998779
497132.55999756 5419340.5 265.29000854
497132.52999878 5419340.0 265.32000732
497132.5 5419339.5 265.3500061
497132.5 5419339.0 265.35998535
497132.47000122 5419339.0 265.3500061
497132.47000122 5419338.5 265.39001465
497132.44000244 5419338.0 265.44000244
497132.16000366 5419332.0 265.76000977
497132.11999512 5419331.5 265.76000977
497132.11999512 5419331.0 265.79998779
497132.08999634 5419330.5 265.82998657
497132.05999756 5419330.0 265.85998535
497132.05999756 5419329.5 265.8500061
497131.83999634 5419325.0 266.1000061
497131.80999756 5419324.5 266.16000366
497131.77999878 5419324.0 266.16000366
497131.77999878 5419323.5 266.17001343
497131.75 5419323.0 266.20001221
497131.72000122 5419322.5 266.22000122
497131.72000122 5419322.0 266.26000977
497131.69000244 5419321.5 266.29000854
497131.66000366 5419321.5 266.26998901
497131.66000366 5419321.0 266.29000854
497131.61999512 5419320.5 266.29998779
497131.58999634 5419320.0 266.38000488
497131.58999634 5419319.5 266.35998535
497131.55999756 5419319.0 266.38000488
497131.52999878 5419318.5 266.39001465
497131.52999878 5419318.0 266.45001221
497131.5 5419317.5 266.47000122
497131.47000122 5419317.5 266.5
497131.47000122 5419317.0 266.51000977
497131.44000244 5419316.5 266.54000854
497131.44000244 5419316.0 266.54998779
497131.41000366 5419315.5 266.54000854
497131.38000488 5419315.0 266.57998657
497131.38000488 5419314.5 266.6000061
497131.33999634 5419314.0 266.64001465
497131.30999756 5419313.5 266.67001343
497131.30999756 5419313.5 266.67001343
497131.27999878 5419313.0 266.72000122
497131.25 5419312.5 266.72000122
497131.25 5419312.0 266.69000244
497131.22000122 5419311.5 266.73001099
497131.19000244 5419311.0 266.76000977
497131.19000244 5419310.5 266.79000854
497131.16000366 5419310.0 266.76998901
497131.11999512 5419309.5 266.82000732
497131.11999512 5419309.5 266.82998657
497131.08999634 5419309.0 266.8500061
497131.05999756 5419308.0 266.89001465
497131.02999878 5419307.5 266.89001465
497131.0 5419307.0 266.95001221
497131.0 5419306.5 266.95001221
497130.97000122 5419306.0 266.95001221
497130.94000244 5419305.5 267.01998901
497130.94000244 5419305.0 267.04000854
497130.91000366 5419305.0 267.07000732
497130.88000488 5419304.5 267.07998657
497130.88000488 5419304.0 267.07998657
497130.83999634 5419303.5 267.10998535
497130.80999756 5419303.0 267.16000366
497130.80999756 5419302.5 267.17001343
497130.77999878 5419302.0 267.23001099
497130.75 5419301.5 267.26998901
497130.75 5419301.0 267.32000732
497130.72000122 5419301.0 267.3500061
497130.69000244 5419300.5 267.39001465
497130.69000244 5419300.0 267.41000366
497130.66000366 5419299.5 267.44000244
497130.61999512 5419299.0 267.48001099
497130.61999512 5419298.5 267.48001099
497130.58999634 5419298.0 267.51000977
497130.55999756 5419297.5 267.54000854
497130.55999756 5419297.0 267.57000732
497130.52999878 5419296.5 267.57000732
497130.5 5419296.5 267.63000488
497130.5 5419296.0 267.64001465
497130.47000122 5419295.5 267.67001343
497130.44000244 5419295.0 267.69000244
497130.44000244 5419294.5 267.73001099
497130.41000366 5419294.0 267.75
497130.38000488 5419293.5 267.76000977
497130.38000488 5419293.0 267.79000854
497130.33999634 5419292.5 267.82000732
497130.30999756 5419292.0 267.8500061
497130.30999756 5419292.0 267.88000488
497130.27999878 5419291.5 267.88000488
497130.16000366 5419288.5 268.04000854
497130.11999512 5419288.0 268.01000977
497130.11999512 5419287.5 268.04000854
497130.08999634 5419287.5 268.04000854
497130.05999756 5419287.0 268.07000732
497130.05999756 5419286.5 268.1000061
497130.02999878 5419286.0 268.10998535
497130.0 5419285.5 268.14001465
497130.0 5419285.0 268.19000244
497129.97000122 5419284.5 268.19000244
497129.94000244 5419284.0 268.22000122
497129.94000244 5419283.5 268.26000977
497129.91000366 5419283.0 268.29998779
497129.88000488 5419282.5 268.32000732
497129.88000488 5419282.5 268.3500061
497130.58999634 5419282.0 268.32000732
497130.58999634 5419282.5 268.32000732
497130.61999512 5419283.0 268.29000854
497130.66000366 5419283.5 268.25
497130.66000366 5419284.0 268.23001099
497130.69000244 5419284.5 268.20001221
497130.72000122 5419285.0 268.19000244
497130.75 5419285.0 268.13000488
497130.75 5419285.5 268.1000061
497130.77999878 5419286.0 268.07000732
497130.80999756 5419286.5 268.01000977
497130.80999756 5419287.0 268.01998901
497130.83999634 5419287.5 267.95001221
497130.88000488 5419288.0 267.95001221
497130.91000366 5419288.5 267.91000366
497130.91000366 5419289.0 267.92001343
497130.94000244 5419289.5 267.91000366
497130.97000122 5419290.0 267.89001465
497130.97000122 5419290.5 267.8500061
497131.0 5419290.5 267.82998657
497131.02999878 5419291.0 267.79000854
497131.05999756 5419291.5 267.79000854
497131.05999756 5419292.0 267.76998901
497131.08999634 5419292.5 267.76000977
497131.11999512 5419293.0 267.73001099
497131.11999512 5419293.5 267.72000122
497131.16000366 5419294.0 267.70001221
497131.19000244 5419294.5 267.66000366
497131.19000244 5419295.0 267.66000366
497131.22000122 5419295.5 267.63000488
497131.25 5419296.0 267.6000061
497131.27999878 5419296.0 267.51998901
497131.30999756 5419297.0 267.41000366
497131.33999634 5419297.5 267.42001343
497131.38000488 5419298.0 267.35998535
497131.38000488 5419298.5 267.32998657
497131.41000366 5419299.0 267.29998779
497131.44000244 5419299.5 267.32000732
497131.44000244 5419300.0 267.26000977
497131.47000122 5419300.5 267.25
497131.5 5419301.0 267.25
497131.52999878 5419301.0 267.23001099
497131.52999878 5419301.5 267.22000122
497131.55999756 5419302.0 267.19000244
497131.58999634 5419303.0 267.10998535
497131.61999512 5419303.5 267.1000061
497131.66000366 5419304.0 267.07000732
497131.66000366 5419304.5 267.07000732
497131.69000244 5419305.0 267.04000854
497131.72000122 5419305.5 267.04000854
497131.75 5419306.0 267.0
497131.75 5419306.5 266.98001099
497131.77999878 5419306.5 266.98001099
497131.80999756 5419307.0 266.95001221
497131.80999756 5419307.5 266.94000244
497131.83999634 5419308.0 266.91000366
497131.88000488 5419308.5 266.91000366
497131.88000488 5419309.0 266.88000488
497131.91000366 5419309.5 266.85998535
497131.94000244 5419310.0 266.82998657
497131.97000122 5419310.5 266.82000732
497131.97000122 5419311.0 266.79000854
497132.0 5419311.0 266.76000977
497132.02999878 5419311.5 266.73001099
497132.02999878 5419312.0 266.73001099
